ZlK9426195,Genevi\`eve Fontanel,0
ZlK9426196,Nicholas Foran,1910
ZlK9426197,Mary Forbes,1882
ZlK9426198,Dorothy Ford,1923
ZlK9426199,Gwyllyn Ford,1916
ZlK9426200,Paul Ford Weaver,1901
ZlK9426201,Lou Degni,1933
ZlK9426202,Frederic Forrest,0
ZlK9426203,Robert Forster,1942
ZlK9426204,Bruce Forsyth,1927
ZlK9426205,John Freund,1918
ZlK9426206,Barry Foster,1931
ZlK9426207,Alicia Christian Foster,1962
ZlK9426208,Meg Foster,0
ZlK9426209,Preston Foster,1901
ZlK9426210,Byron Foulger,1900
ZlK9426211,Douglas Fowley,1911
ZlK9426212,Edward Fox,1937
ZlK9426213,Michael J. Fox,1961
ZlK9426214,Wilhelm Fried,1879
ZlK9426215,Eddie Foy~jr,1905
ZlK9426216,Victor Francen,1888
ZlK9426217,Alec B. Francis,1869
ZlK9426218,Arlene Francis,1908
ZlK9426219,Eve Francis,0
ZlK9426220,Katherine Gibbs,1899
ZlK9426221,James Franciscus,1934
ZlK9426222,Jacques Fran{\c}cois,0
ZlK9426223,Pamela Franklin,1949
ZlK9426224,Eduard Franz,1902
ZlK9426225,John Fraser,1931
ZlK9426226,Richard Fraser,1913
ZlK9426227,William Frawley,1887
ZlK9426228,Pauline Frederick,1883
ZlK9426229,Al Freeman~jr,1934
ZlK9426230,Kathleen Freeman,1919
ZlK9426231,Leslie French,1899
ZlK9426232,Bernard Fresson,1933
ZlK9426233,Jonathan Frid,1925
ZlK9426234,Philip Friend,1915
ZlK9426235,Gert Fr\"obe,1913
ZlK9426236,Dominic Frontiere,1931
ZlK9426237,Robert Fuller,1934
ZlK9426238,Annette Funicello,1942
ZlK9426239,Judith Furse,1912
ZlK9426240,Will Fyffe,1884
ZlK9426241,Alexis Moncourg\'e,1904
ZlK9426242,John Clark Gable,1960
ZlK9426243,Sari Gabor,1917
ZlK9426244,Charlotte Gainsbourg,0
ZlK9426245,Peter Gallagher,0
ZlK9426246,Michael Gambon,0
ZlK9426247,Bruno Ganz,0
ZlK9426248,Greta Gustafson,1905
ZlK9426249,Vincent Scognamiglio,1922
ZlK9426250,Ava Gardner,1922
ZlK9426251,Allen Goorwitz,1939
ZlK9426252,Arthur Garfunkel,0
ZlK9426253,William Gargan,1905
ZlK9426254,Frances Gumm,1922
ZlK9426255,Peggy Ann Garner,1931
ZlK9426256,fn Garofalo,1965
ZlK9426257,Reginald Doudy,1902
ZlK9426258,Jennie Garth,1972
ZlK9426259,Vittoria Gassman,1922
ZlK9426260,Larry Gates,1915
ZlK9426261,Marjorie Gateson,1891
ZlK9426262,Mikkel Gaup,1973
ZlK9426263,Gregory Gaye,1900
ZlK9426264,Francesca Mitzi vonGerber,1930
ZlK9426265,William Ghere,1902
ZlK9426266,Emma Auguste Gehrts,1891
ZlK9426267,Guiliano Gemma,1940
ZlK9426268,Chief George,1899
ZlK9426269,Gladys Clare,1900
ZlK9426270,Linda Day,1944
ZlK9426271,Susan George,1950
ZlK9426272,Stefan Gyergyay,1904
ZlK9426273,Gene Gerrard,1892
ZlK9426274,Alice Ghostley,1926
ZlK9426275,Giancarlo Giannini,1942
ZlK9426276,Henry Gibson,1935
ZlK9426277,Mel Gibson,1951
ZlK9426278,Billy Gilbert,1893
ZlK9426279,Connie Gilchrist,1901
ZlK9426280,William Gillette,1855
ZlK9426281,Claude Gillingwater,1870
ZlK9426282,Margalo Gillmore,1897
ZlK9426283,Virginia Gilmore,0
ZlK9426284,Annie Girardot,1931
ZlK9426285,Dorothy Gish,1898
ZlK9426286,Kathryn Givney,1897
ZlK9426287,Jackie Gleason,1916
ZlK9426288,Lucille Gleason,1886
ZlK9426289,Roy Glenn,1901
ZlK9426290,Danny Glover,1947
ZlK9426291,carlin Glynn,0
ZlK9426292,George Gobel,1919
ZlK9426293,Willoughby Goddard,1932
ZlK9426294,Norris Goff,1906
ZlK9426295,Whoopi Goldberg,1950
ZlK9426296,Charles Goldner,1900
ZlK9426297,Minna Gombell,1900
ZlK9426298,Peter Gonzales,0
ZlK9426299,Benny Goodman,1909
ZlK9426300,Harold Goodwin,1917
ZlK9426301,Bruce Gordon,1919
ZlK9426302,Colin Gordon,1911
ZlK9426303,Leo Gordon,1922
ZlK9426304,Ruth Gordon Jones,1896
ZlK9426305,Cliff Gorman,1936
ZlK9426306,Frank Gorshin,1935
ZlK9426307,Louis Gosset,1936
ZlK9426308,Walter Gotell,0
ZlK9426309,Jetta Goudal,1898
ZlK9426310,Elliott Goldstein,1938
ZlK9426311,Jason Gould,0
ZlK9426312,Gibson Gowland,1872
ZlK9426313,Ruth Elizabeth Grable,1916
ZlK9426314,Margot Grahame,1911
ZlK9426315,Farley Granger,1928
ZlK9426316,Archibald Leach,1904
ZlK9426317,Lawrence Grant,1870
ZlK9426318,Richard E. Grant,0
ZlK9426319,Charley Grapewin,1869
ZlK9426320,Peter Graves,1911
ZlK9426321,Billy Gray,1940
ZlK9426322,Doris Jensen,1922
ZlK9426323,Nadia Gray,1923
ZlK9426324,Zelma Hedrick,1922
ZlK9426325,Danny Green,1903
ZlK9426326,Nigel Green,1924
ZlK9426327,Leon Green,0
ZlK9426328,Richard Greene,1914
ZlK9426329,Sidney Greenstreet,1879
ZlK9426330,Joan Greenwood,1921
ZlK9426331,Bettyjane Greer,1924
ZlK9426332,Nora Gregor,1890
ZlK9426333,John Gregson,1919
ZlK9426334,Joyce Phipps,1910
ZlK9426335,Joe Katz,1932
ZlK9426336,Eschol Loleet Miller,1918
ZlK9426337,Helmut Griem,0
ZlK9426338,Ethel Woods,1878
ZlK9426339,Corinne Griffith,1898
ZlK9426340,Kenneth Griffith,1921
ZlK9426341,Jane Griffiths,1929
ZlK9426342,George Grizzard,1925
ZlK9426343,Gustav Gr\"undgens,0
ZlK9426344,Dominic Guard,1925
ZlK9426345,Fran\c cois Gu\'erin,0
ZlK9426346,Paul Guilfoyle,1902
ZlK9426347,Robert Guillaume,0
ZlK9426348,Clu Gulager,1929
ZlK9426349,Sigrid Gurie,1911
ZlK9426350,Edmund Gwenn,1875
ZlK9426351,Frederick Hubbard Gwynne,1927
ZlK9426352,Greta Gynt,1916
ZlK9426353,Hugo Haas,1901
ZlK9426354,Joan Hackett,1934
ZlK9426355,Gene Hackman,1930
ZlK9426356,Reed Herring,1911
ZlK9426357,Dan Haggerty,0
ZlK9426358,Kenneth Haigh,1929
ZlK9426359,Rufus Alan McKahan,1892
ZlK9426360,Barbara Hale,1922
ZlK9426361,J. Hatley,1892
ZlK9426362,Monte Hale,1919
ZlK9426363,Robert Hale Monroe,1902
ZlK9426364,Henry Hall,1920
ZlK9426365,Charles Locher,1913
ZlK9426366,Porter Hall,1888
ZlK9426367,Ray Hallam,0
ZlK9426368,John Halliday,1880
ZlK9426369,Brett Halsey,0
ZlK9426370,Mark Hamill,1952
ZlK9426371,George Hamilton,1939
ZlK9426372,Margaret Hamilton Hamilton,1902
ZlK9426373,Neil Hamilton,1899
ZlK9426374,Dorothy Standing,1909
ZlK9426375,Susan Hampshire,1938
ZlK9426376,Carol Haney,1928
ZlK9426377,Jenny Hanley,1947
ZlK9426378,Lawrence Hanray,1874
ZlK9426379,Haya Hararit,1934
ZlK9426380,David Llewellyn Harding,0
ZlK9426381,Oliver Norvell Hardy,1892
ZlK9426382,Lumsden Hare,1875
ZlK9426383,Dorian Harewood,1950
ZlK9426384,Harlean Carpentier,1911
ZlK9426385,Jessica Harper,1955
ZlK9426386,William Harrigan,1894
ZlK9426387,Barbara Harris,1936
ZlK9426388,Julie Harris,1925
ZlK9426389,Phillip Harris,1904
ZlK9426390,Robert Harris,1900
ZlK9426391,Rosemary Harris,1930
ZlK9426392,Kathleen Harrison,1898
ZlK9426393,Sir Reginald Carey,1908
ZlK9426394,Dolores Hicks,1938
ZlK9426395,William Surrey Hart,1870
ZlK9426396,David Hartman,1937
ZlK9426397,Phil Hartmann,1948
ZlK9426398,Laurence Harvey,0
ZlK9426399,Larushka Mischa Skikne,1928
ZlK9426400,Paul Harvey,1884
ZlK9426401,Marilyn Hassett,1947
ZlK9426402,Terry Hatcher,0
ZlK9426403,Raymond Hatton,1887
ZlK9426404,Rutger Hauer,1944
ZlK9426405,June Stovenour,1926
ZlK9426406,Jack Hawkins,1910
ZlK9426407,Goldie Hawn,1945
ZlK9426408,Nigel Hawthorne,1929
ZlK9426409,Sessue Hayakawa,1889
ZlK9426410,Linda Hayden,1951
ZlK9426411,Sterling Hayden,1916
ZlK9426412,Helen Hay,1874
ZlK9426413,George Hayes,1885
ZlK9426414,Margaret Hayes,1915
ZlK9426415,Peter Lind Hayes,0
ZlK9426416,Robert Hays,1948
ZlK9426417,Seafield Grant,1909
ZlK9426418,Margarita Carmen Cansino,1918
ZlK9426419,Joey Heatherton,1944
ZlK9426420,Ara (Al) Heditsian,1926
ZlK9426421,Emmet Evan Heflin,1910
ZlK9426422,Katherine Helmond,1929
ZlK9426423,Margaux Hemingway,1955
ZlK9426424,David Hemmings,1941
ZlK9426425,Sonja Henie,1912
ZlK9426426,Paul George Julius vonHenreid,1907
ZlK9426427,B. Zuckerman,1930
ZlK9426428,Justin Henry,1971
ZlK9426429,William Henry,1918
ZlK9426430,Jim Henson,1936
ZlK9426431,Leslie Henson,1891
ZlK9426432,Audrey Hepburn-Ruston,1929
ZlK9426433,Bernard Hepton,1925
ZlK9426434,Hugh Herbert,1887
ZlK9426435,Eileen Herlihy,1919
ZlK9426436,Juano Hernandez,1896
ZlK9426437,Barbara Herzstine,1948
ZlK9426438,Irene Hervey,1910
ZlK9426439,Louis Heydt,1905
ZlK9426440,Pat Heywood,1927
ZlK9426441,William Hickey,1928
ZlK9426442,Russell Hicks,1895
ZlK9426443,Joan Hickson,1906
ZlK9426444,Alfred Hawthorne Hill,1925
ZlK9426445,Mario Girotti,1941
ZlK9426446,John Hillerman,1931
ZlK9426447,Candace Hilligoss,0
ZlK9426448,Violet Hilton,1908
ZlK9426449,Samuel S. Hinds,1875
ZlK9426450,Pat Hingle,1923
ZlK9426451,Judd Hirsch,1936
ZlK9426452,Sir Alfred Hitchcock,1899
ZlK9426453,Rose Keefer,1906
ZlK9426454,Jack Hobbs,1893
ZlK9426455,Patricia Hodge,1946
ZlK9426456,Samuel David Hyams,1893
ZlK9426457,Basil Hoffman,1941
ZlK9426458,Arthur Hohl,1889
ZlK9426459,Fay Hammerton,1894
ZlK9426460,William Holden,1872
ZlK9426461,Eleanor Gough McKay,1915
ZlK9426462,Earl Holliman,1928
ZlK9426463,Sterling Holloway,1905
ZlK9426464,Ian Holm Cuhbert,1932
ZlK9426465,Taylor Holmes,1872
ZlK9426466,Elizabeth Holt,1920
ZlK9426467,Charles John Holt III,1919
ZlK9426468,Skip Homeier,1929
ZlK9426469,Robert Hooks,1937
ZlK9426470,Vida Hope,1918
ZlK9426471,Bo Hopkins,1942
ZlK9426472,Dennis Hoper,1935
ZlK9426473,Victoria Hopper,1909
ZlK9426474,Christiane H\"orbiger,0
ZlK9426475,Sir Michael Hordern,1911
ZlK9426476,Geoffrey Horne,1926
ZlK9426477,Victoria Horne,1920
ZlK9426478,Mead Howard Horton,1924
ZlK9426479,Bob Hoskins,1942
ZlK9426480,Erich Weiss,1873
ZlK9426481,Arthur Housman,1888
ZlK9426482,Katherina Houston Gribbin,1901
ZlK9426483,Arthur Howard,1910
ZlK9426484,Esther Howard,1893
ZlK9426485,Kathleen Howard,1879
ZlK9426486,Leslie Stainer,1890
ZlK9426487,Ronald Howard,1918
ZlK9426488,Samuel Horowitz,1891
ZlK9426489,Trevor Howard,1916
ZlK9426490,Bobby Howes,1895
ZlK9426491,Arthur Hoyt,1873
ZlK9426492,Kelly Hu,0
ZlK9426493,Season Hubley,0
ZlK9426494,Walter Hudd,1898
ZlK9426495,Rochelle Hudson,1914
ZlK9426496,David Huffman,1945
ZlK9426497,Betty vonGerlean,1929
ZlK9426498,Mary Hughes,1919
ZlK9426499,Claude Hulbert,1900
ZlK9426500,Tom Hulce,0
ZlK9426501,Josephine Sherwood,1884
ZlK9426502,Arthur Hunicutt,1911
ZlK9426503,Marcia Hunt,1917
ZlK9426504,Glenn Hunter,1897
ZlK9426505,Ian Hunter,1900
ZlK9426506,Janet Cole,1922
ZlK9426507,Raymond Huntley,1904
ZlK9426508,Elizabeth Hurley,1965
ZlK9426509,David Hurst,1925
ZlK9426510,Veronica Hurst,1931
ZlK9426511,Mary Beth Supinger,1948
ZlK9426512,Olivia Hussey,1951
ZlK9426513,Anjelica Huston,1951
ZlK9426514,Walter Houghston,1884
ZlK9426515,Will Hutchins,1932
ZlK9426516,Harold Huth,1892
ZlK9426517,Jim Hutton,1934
ZlK9426518,Robert Bruce Winne,1920
ZlK9426519,Leila Hyams,1905
ZlK9426520,Martha Hyer,1929
ZlK9426521,Scott Hylands,0
ZlK9426522,Warren Hymer,1906
ZlK9426523,Ralph Ince,1882
ZlK9426524,Reginald Hitchcock,1892
ZlK9426525,Jill Ireland,1936
ZlK9426526,Jeremy Irons,1948
ZlK9426527,Juzo Itami,1934
ZlK9426528,Rosalind Ivan,1884
ZlK9426529,Anne Jackson,1925
ZlK9426530,Glenda Jackson,1937
ZlK9426531,Kate Jackson,1950
ZlK9426532,Selmer Jackson,1888
ZlK9426533,Ir\`ene Jacob,0
ZlK9426534,Lou Jacobi,1913
ZlK9426535,Hattie Jacques,1924
ZlK9426536,Sam Jaffe,1893
ZlK9426537,Dean Jeffries,1903
ZlK9426538,Clifton James,1921
ZlK9426539,Sidney James,1913
ZlK9426540,Theodor Janenz Janenz,1881
ZlK9426541,Famke Janssen,0
ZlK9426542,Rick Jason,1929
ZlK9426543,Michael James,1936
ZlK9426544,Renee Jeanmaire,1924
ZlK9426545,Ursula McMinn,1906
ZlK9426546,Barbara Jefford,1930
ZlK9426547,Lionel Jeffries,1926
ZlK9426548,Jackie Jenkins,1937
ZlK9426549,Frank Jenks,1902
ZlK9426550,Salome Jens,1935
ZlK9426551,George Jessel,1898
ZlK9426552,Isabel Jewell,1913
ZlK9426553,Reginald Dennis Dwight,1947
ZlK9426554,Glynis Johns,1923
ZlK9426555,Arte Johnson,1934
ZlK9426556,Ben Johnson,1920
ZlK9426557,Harold Ogden Johnson,1891
ZlK9426558,Katie Johnson,1878
ZlK9426559,Lynn-Holly Johnson,0
ZlK9426560,Rafer Johnson,1935
ZlK9426561,Johnson Tor,0
ZlK9426562,Margaret Johnston,1917
ZlK9426563,Asa Yoelson,1886
ZlK9426564,Barry Jones,1893
ZlK9426565,Carolyn Jones,1929
ZlK9426566,Dean Jones,1933
ZlK9426567,Freddie Jones,1927
ZlK9426568,Henry Jones,1912
ZlK9426569,Phyllis Isley,0
ZlK9426570,Jones O-Lan,0
ZlK9426571,Lindley Armstrong Jones,1911
ZlK9426572,Bobbie Jordan,1923
ZlK9426573,Christopher Jorgenson,0
ZlK9426574,Erland Josephson,0
ZlK9426575,Louis Gendre,1919
ZlK9426576,Leatrice Joy,1899
ZlK9426577,Betty Leabo,1918
ZlK9426578,Ashley Judd,1970
ZlK9426579,Raul Julia,1940
ZlK9426580,June Tripp,0
ZlK9426581,Curt J\"urgens,1912
ZlK9426582,John Justin,1917
ZlK9426583,Madeleine Kahn,1942
ZlK9426584,Carol Kane,1952
ZlK9426585,Marvin Kaplin,1924
ZlK9426586,Hanne Karin Beyer,1940
ZlK9426587,Miriam Karlin,1925
ZlK9426588,Roscoe Karns,1893
ZlK9426589,Harold Kasket,1916
ZlK9426590,Isser Kac,1913
ZlK9426591,William Katt,1955
ZlK9426592,David Daniel Kaminsky,1913
ZlK9426593,Elia Kazanjoglous,1909
ZlK9426594,Stacy Keach,1941
ZlK9426595,Joseph Francis Keaton,1895
ZlK9426596,Michael Keaton,1952
ZlK9426597,Lila Kedrova,1918
ZlK9426598,Ethel Keeler,1909
ZlK9426599,Malcolm Keen,1888
ZlK9426600,Andrew Keir,1926
ZlK9426601,Robert~jr. Keith,1921
ZlK9426602,Robert Keith,1896
ZlK9426603,Helen Keller,1881
ZlK9426604,Annette Kellerman,1888
ZlK9426605,DeForest Kelley,1920
ZlK9426606,Emmett Kelly,1895
ZlK9426607,Eugene Curran Kelly,1912
ZlK9426608,Moira Kelly,1969
ZlK9426609,Patsy Kelly,1910
ZlK9426610,Paula Kelly,0
ZlK9426611,Moultrie Kelsall,1901
ZlK9426612,Pert Kelton,1907
ZlK9426613,Edmund Walker,1934
ZlK9426614,Joan Kemp-Welch,1906
ZlK9426615,Henry Kendall,1887
ZlK9426616,Frieda Harrison,1943
ZlK9426617,Keith Douglas,1915
ZlK9426618,George Kennedy,1925
ZlK9426619,James Kenney,1930
ZlK9426620,Joan Field,1921
ZlK9426621,Doris Kenyon,0
ZlK9426622,John Kerr,1931
ZlK9426623,Arnold Kaiser,1889
ZlK9426624,Persis Khambatta,1950
ZlK9426625,Milton Greenwald,0
ZlK9426626,Nicole Kidman,1967
ZlK9426627,Richard Kiel,1939
ZlK9426628,Percy Kilbride,1888
ZlK9426629,Richard Kiley,1922
ZlK9426630,Val Kilmer,1959
ZlK9426631,Anthony Kimmins,1901
ZlK9426632,Georgetta Barry,1915
ZlK9426633,Charles King,1889
ZlK9426634,Perry King,1948
ZlK9426635,Walter Woolf King,1899
ZlK9426636,Krishna Banji,1944
ZlK9426637,Roy Kinnear,1934
ZlK9426638,Claus Gunther Nakszynski,1926
ZlK9426639,Lee Kinsolving,1938
ZlK9426640,Tommy Kirk,1941
ZlK9426641,Oreste Kirkop,0
ZlK9426642,John Kitzmiller,1913
ZlK9426643,Rudolf Klein-Rogge,1888
ZlK9426644,Jack Klugman,1922
ZlK9426645,David Mintz,1927
ZlK9426646,Shirley Knight Hopkins,1937
ZlK9426647,Reginald Knowles,1911
ZlK9426648,Fred Kohler sr.,1889
ZlK9426649,Henry Kolker,1874
ZlK9426650,Ford Sterling,0
ZlK9426651,Harvey Korman,1927
ZlK9426652,Geza Kaiser,1907
ZlK9426653,Nicolai Yoshkin,1907
ZlK9426654,David Kossoff,1919
ZlK9426655,Nancy Kovack,1935
ZlK9426656,Ernie Kovacs,1919
ZlK9426657,Kurt Kreuger,1917
ZlK9426658,Sylvia Kristel,1952
ZlK9426659,Alma Kruger,1868
ZlK9426660,Otto Kruger,1885
ZlK9426661,Youki Kudoh,1971
ZlK9426662,Nancy Kwan,1938
ZlK9426663,Sam Kydd,1917
ZlK9426664,Kay Kyser,1897
ZlK9426665,Frank Lackteen,1894
ZlK9426666,Cheryl Stoppelmoor,1951
ZlK9426667,Patricia Laffan,1919
ZlK9426668,Frank Paul LoVecchio,1913
ZlK9426669,Arthur Silverlake,1905
ZlK9426670,Barbara LaMarr,1896
ZlK9426671,Fernando Lamas,1915
ZlK9426672,Christopher Lambert,0
ZlK9426673,Jack Lambert,1899
ZlK9426674,Lloyd Lamble,1914
ZlK9426675,Dorothy Kaumeyer,1914
ZlK9426676,Elizabeth Sullivan,1902
ZlK9426677,Martin Landau,1933
ZlK9426678,Maria Landi,1937
ZlK9426679,Cullen Landis,1896
ZlK9426680,Michael Orowitz,1937
ZlK9426681,Charles Lane,1899
ZlK9426682,Lola Mulligan,1909
ZlK9426683,gn fn,0
ZlK9426684,Rosemary Mulligan,1913
ZlK9426685,fn Lane,0
ZlK9426686,Matheson Lang,1879
ZlK9426687,Glenn Langan,1917
ZlK9426688,Michael Langdon,0
ZlK9426689,Hope Lange,1931
ZlK9426690,Frank Langella,1940
ZlK9426691,Emilie Charlotte LeBreton,1853
ZlK9426692,Joyce Wassmansdoff,1928
ZlK9426693,Alfredo Cocozza,1921
ZlK9426694,Jane Lapotaire,1941
ZlK9426695,Keith Larsen,1925
ZlK9426696,Louise Lasser,1939
ZlK9426697,Dana Owens,0
ZlK9426698,gn Latzen,0
ZlK9426699,Tom Laughlin,1938
ZlK9426700,Arthur Stanley Jefferson,1890
ZlK9426701,Rosetta Jacobs,1932
ZlK9426702,Harry Lauter,1920
ZlK9426703,John Phillip Law,1937
ZlK9426704,Josephine Lawrence Goddard,1930
ZlK9426705,Delphi Lawrence,1927
ZlK9426706,Alexandra Dagmar Lawrence-Klasen,1898
ZlK9426707,Leigh Lawson,1944
ZlK9426708,Frank Lawton,1904
ZlK9426709,Cloris Leachman,1926
ZlK9426710,Michael Learned,1939
ZlK9426711,Jean-Pierre L\'eaud,1944
ZlK9426712,Francis Lederer,1906
ZlK9426713,Berlinda Lee,1935
ZlK9426714,Bernard Lee,1908
ZlK9426715,Bruce Lee,1940
ZlK9426716,Christopher Lee,1922
ZlK9426717,Davey Lee,1925
ZlK9426718,Dorothy Lee,1911
ZlK9426719,Joie Lee,0
ZlK9426720,Norma Egstrom,1921
ZlK9426721,Richard McClelland,1922
ZlK9426722,Thelma Leeds,1914
ZlK9426723,James Le Gros,1950
ZlK9426724,Ron Leibman,1937
ZlK9426725,Jennifer Morrow,1961
ZlK9426726,Barbara Leigh-Hunt,1935
ZlK9426727,Frederick Leister,1885
ZlK9426728,Virginia Leith,1932
ZlK9426729,Harvey Lembeck,1925
ZlK9426730,Rula Lenska,0
ZlK9426731,Kay Lenz,1953
ZlK9426732,Valerie Leon,0
ZlK9426733,Sheldon Bershad,1907
ZlK9426734,Michael Lerner,0
ZlK9426735,Joan Brodell,1925
ZlK9426736,Mark Lester,1958
ZlK9426737,Oscar Levant,1906
ZlK9426738,Diana Lewis,1915
ZlK9426739,Joseph Lewis,1926
ZlK9426740,Sheldon Lewis,1868
ZlK9426741,John Leyton,1939
ZlK9426742,Albert Lieven,1906
ZlK9426743,Otto Elmo Linkenhelter,1889
ZlK9426744,Eric Linden,1909
ZlK9426745,Jennie Linden,1939
ZlK9426746,Gabriel Leuvielle,1883
ZlK9426747,Audra Lindley,0
ZlK9426748,Margaret Kies,1910
ZlK9426749,Francis Lister,1899
ZlK9426750,John Litel,1895
ZlK9426751,Lucien Littlefield,1895
ZlK9426752,Roger Livesey,1906
ZlK9426753,Margaret Livingston,1900
ZlK9426754,Emily Lloyd,0
ZlK9426755,Norman Lloyd,1914
ZlK9426756,Tony LoBianco,0
ZlK9426757,Calvin Lockhart,1934
ZlK9426758,June Lockhart,1925
ZlK9426759,John Gary Yusolfsky,1937
ZlK9426760,Barbara Loden,0
ZlK9426761,David Lodge,1922
ZlK9426762,Robert Logan,0
ZlK9426763,Marie Lohr,1890
ZlK9426764,Herbert Charles Angelo Kuchacevich ze Schluderpacheru,1917
ZlK9426765,Karina Lombard,1969
ZlK9426766,Julie Peck,1926
ZlK9426767,Richard Long,1927
ZlK9426768,John Longden,1900
ZlK9426769,Michael Lonsdale,1931
ZlK9426770,Trini Lopez,1933
ZlK9426771,Marjorie Lord,1922
ZlK9426772,Sophia Scicoloni,1934
ZlK9426773,Laszlo L\"owenstein,1904
ZlK9426774,Tilly Losch,1901
ZlK9426775,Tina Louise,1934
ZlK9426776,Montagu Love,1877
ZlK9426777,Linda Marchiano,1952
ZlK9426778,Raymond Lovell,1900
ZlK9426779,Arthur Lowe,1914
ZlK9426780,Carey Lowell,1964
ZlK9426781,Morton Lowry,1908
ZlK9426782,Antoinetta dePasquale,1931
ZlK9426783,Wilfred Lucas,1926
ZlK9426784,Laurence Luckinbill,1934
ZlK9426785,Bela Ferenc Blasko,1882
ZlK9426786,Keye Luke,1904
ZlK9426787,Marie Lawrie,1948
ZlK9426788,Dayton Lummis,1903
ZlK9426789,Arthur London,1915
ZlK9426790,Alfred Lund,1892
ZlK9426791,Stanley Lupino,1893
ZlK9426792,Viola Lyel,1900
ZlK9426793,Richard Lynch,1936
ZlK9426794,Robert Lynen,1921
ZlK9426795,Ann Lynn,1934
ZlK9426796,Ragnar Lind,1909
ZlK9426797,Ralph Lynn,1882
ZlK9426798,Vera Lynn,1921
ZlK9426799,Sue Lyon,1946
ZlK9426800,James MacArthur,1937
ZlK9426801,J.Farrell MacDonald,1875
ZlK9426802,Niall MacGinnis,1913
ZlK9426803,Alice MacGraw,1938
ZlK9426804,Helen Mack,1913
ZlK9426805,Barry Mackay,1906
ZlK9426806,Alexander Mackendrick,1912
ZlK9426807,Shirley MacLaine Beaty,1934
ZlK9426808,Douglass MacLean,1890
ZlK9426809,Malone Jena,1984
ZlK9426810,Horace MacMahon,1907
ZlK9426811,Patrick MacNee,1922
ZlK9426812,Norman Macowan,1877
ZlK9426813,Elle MacPherson,1966
ZlK9426814,Duncan Macrae,1905
ZlK9426815,George MaCready,1909
ZlK9426816,William H. Macy Macy,0
ZlK9426817,Victor Maddern,1926
ZlK9426818,Nathaniel Moscovitch,1898
ZlK9426819,Patrick Magee,1924
ZlK9426820,George Maharis,1928
ZlK9426821,Mary Tomlinson,1890
ZlK9426822,Lee Majors,1940
ZlK9426823,Ray Wyse,1906
ZlK9426824,John Malkovich,0
ZlK9426825,Patricia Mallory,1913
ZlK9426826,Dorothy Maloney,1925
ZlK9426827,Nick Mancuso,1956
ZlK9426828,Silvana Mangano,1937
ZlK9426829,Rauff deRyther Duan Acklom,1901
ZlK9426830,Ettori Manni,1927
ZlK9426831,Vera Jane Palmer,1932
ZlK9426832,Linda Manz,1961
ZlK9426833,Jean Marais-Villain,1913
ZlK9426834,Sophie Maupu,1966
ZlK9426835,Hal March,1920
ZlK9426836,Corinne Marchand,1928
ZlK9426837,Theodore Marcuse,1920
ZlK9426838,Arthur Margetson,1897
ZlK9426839,Janet Margolin,1943
ZlK9426840,Richard Marin,0
ZlK9426841,Howard Marion-Crawford,1914
ZlK9426842,Jane Marken,1895
ZlK9426843,Monte Markham,1935
ZlK9426844,Hugh Hipple,1911
ZlK9426845,Percy Marmont,1883
ZlK9426846,Norma Simpson,1926
ZlK9426847,Mary Warne Marsh,1895
ZlK9426848,Alan Marshal,1909
ZlK9426849,Brenda Marshall,1915
ZlK9426850,Everett G. Marshall,1910
ZlK9426851,James Marshall,1967
ZlK9426852,Zena Marshall,1926
ZlK9426853,Chris-Pin Martin,1894
ZlK9426854,Dewey Martin,1923
ZlK9426855,Edie Martin,1880
ZlK9426856,Mary Martin,1913
ZlK9426857,Pamela Martin,0
ZlK9426858,Steve Martin,1945
ZlK9426859,Alfred Norris,1912
ZlK9426860,Nino Martini,1904
ZlK9426861,Lee Marvin,1924
ZlK9426862,Julius Schoenberg,1890
ZlK9426863,Milton Schoenberg,1893
ZlK9426864,Marx Brooks,0
ZlK9426865,Virginia Maskell,1936
ZlK9426866,Marsha Mason,1942
ZlK9426867,Lea Massari,1933
ZlK9426868,Anna Massey,1937
ZlK9426869,Edith Massey,0
ZlK9426870,Raymond Massey,1896
ZlK9426871,Chiara Mastroianni,1972
ZlK9426872,Richard Masur,0
ZlK9426873,Murray Matheson,1912
ZlK9426874,Kerwin Mathews,1926
ZlK9426875,A.E. Matthews,1869
ZlK9426876,Lester Matthews,1900
ZlK9426877,William Mauch,1925
ZlK9426878,Gn Fn,0
ZlK9426879,Edwin Maxwell,1886
ZlK9426880,Lois Hooker,1927
ZlK9426881,Elaine May,1932
ZlK9426882,Russ Maxwell,0
ZlK9426883,Bill Maynard,1928
ZlK9426884,Ferdinand Mayer-Boerckel,1916
ZlK9426885,Mikhail Mazurwski,1909
ZlK9426886,Marianne McAndrew,1938
ZlK9426887,May McAvoy,1901
ZlK9426888,Donald McBride,1894
ZlK9426889,David McCallum,1933
ZlK9426890,Neil McCallum,1929
ZlK9426891,Kevin McCarthy,1914
ZlK9426892,Doug McClure,1935
ZlK9426893,Peter Judge,1891
ZlK9426894,Alec McCowen,1925
ZlK9426895,Jody McCrea,0
ZlK9426896,Hattie McDaniel,1895
ZlK9426897,Ruth McDevitt,1895
ZlK9426898,Betty McDowall,0
ZlK9426899,Roddy McDowall,1928
ZlK9426900,Peter McEnery,1940
ZlK9426901,gn differentname,0
ZlK9426902,Vonetta McGee,0
