RW20,"Raskolnikov",1923,Wiene,null
RW30,"The Hands of Orlac",1924,Wiene,Horror
CBw9,"The Eagle",1925,Cl.Brown,Romance
CBw10,"The Goose Woman",1925,Cl.Brown,null
CBw12,"Flesh and the Devil",1926,Cl.Brown,Drama
CBw15,"A Woman of Affairs",1928,Cl.Brown,Drama
CBw17,"Anna Christie",1930,Cl.Brown,Drama
CBw18,"Romance",1930,Cl.Brown,Romance
CBw19,"Inspiration",1930,Cl.Brown,Romance
CBw22,"Possessed",1931,Cl.Brown,Drama
CBw26,"Night Flight",1933,Cl.Brown,null
CBw27,"Sadie McKee",1934,Cl.Brown,Musical
CBw28,"Chained",1934,Cl.Brown,Romance
CBw29,"Anna Karenina",1935,Cl.Brown,null
CBw30,"Ah Wilderness",1935,Cl.Brown,Comedy
CBw31,"The Gorgeous Hussy",1936,Cl.Brown,Biographical Picture
CBw32,"Wife vs Secretary",1936,Cl.Brown,Comedy
CBw33,"Conquest",1937,Cl.Brown,Biographical Picture
CBw35,"Idiot's Delight",1939,Cl.Brown,Comedy
CBw36,"The Rains Came",1939,Cl.Brown,Romance
CBw37,"Edison The Man",1940,Cl.Brown,Biographical Picture
CBw38,"Come Live With Me",1941,Cl.Brown,Romance
CBw40,"The Human Comedy",1943,Cl.Brown,null
CBw41,"The White Cliffs of Dover",1944,Cl.Brown,null
CBw42,"National Velvet",1945,Cl.Brown,Drama
CBw43,"The Yearling",1946,Cl.Brown,Drama
CBw45,"Intruder in the Dust",1949,Cl.Brown,Drama
CBw48,"Angels in the Outfield",1952,Cl.Brown,Romance
CDr2,"Leaves from Satan's Book",1920,Dreyer,null
CDr5,"Once Upon a Time",1922,Dreyer,null
CDr9,"The Passion of Joan of Arc",1928,Dreyer,Drama
CDr10,"Vampyr",1932,Dreyer,Horror
CDr30,"Vredens Dag",1943,Dreyer,Drama
CDr40,"Ordet",1955,Dreyer,Drama
CuB30,"Devotion",1944,Bernhardt,null
CuB32,"My Reputation",1946,Bernhardt,null
CuB33,"A Stolen Life",1946,Bernhardt,null
CuB34,"Possessed",1947,Bernhardt,Drama
CuB37,"The Merry Widow",1952,Bernhardt,Musical
CuB39,"Miss Sadie Thompson",1953,Bernhardt,Musical
CuB40,"Beau Brummel",1954,Bernhardt,Drama
CuB44,"Kisses for My President",1964,Bernhardt,Comedy
FB13,"Seventh Heaven",1927,Borzage,Romance
FB15,"Street Angel",1928,Borzage,Romance
FB21,"Lucky Star",1929,Borzage,Drama
FB21,"Liliom",1930,Borzage,null
FB27,"A Farewell to Arms",1932,Borzage,Romance
FB29,"A Man's Castle",1933,Borzage,Romance
FB39,"Desire",1936,Borzage,Romance
FB40,"Hearts Divided",1936,Borzage,Romance
FB42,"The Big City",1937,Borzage,Drama
FB43,"Mannequin",1937,Borzage,Drama
FB45,"Three Comrades",1938,Borzage,Drama
FB51,"Strange Cargo",1940,Borzage,Drama
FB52,"The Mortal Storm",1940,Borzage,Drama
FB61,"Moonrise",1949,Borzage,null
GCt20,"The White Shadow",1923,Hitchcock,Drama
GCt21,"The Prude's Fall",1923,Hitchcock,null
GCt27,"Woman to Woman",1926,Cutts,Drama
GCt30,"The Rat",1927,Cutts,null
GCt40,"The Sign of Four",1932,Cutts,null
GCt30,"The Rat",1927,Cutts,null
GCt50,"Three Men in a Boat",1933,Cutts,Comedy
GCt60,"Aren't Men Beasts",1937,Cutts,null
GCt70,"Just William",1927,Cutts,null
GRi10,"L'innamorata",1920,Righelli,Romance
GRi50,"Peddlin' in Society",1946,Righelli,null
HBl10,"Stronger than Death",1920,Blanche,Drama
HBl20,"The Saphead",1921,Blanche,Comedy
HWx4,"Nell Gwynn",1924,H.Wilcox,null
HWx5,"Dawn",1928,H.Wilcox,null
HWx9,"The Little Demozel",1933,H.Wilcox,Romance
HWx10,"Bitter Sweet",1933,H.Wilcox,null
HWx11,"Nell Gwynn",1934,H.Wilcox,Biographical Picture
HWx16,"Victoria the Great",1937,H.Wilcox,Biographical Picture
HWx17,"Sixty Glorious Years",1938,H.Wilcox,Biographical Picture
HWx19,"Nurse Edith Cavell",1939,H.Wilcox,null
HWx20,"Sunny",1939,H.Wilcox,null
HWx21,"No No Nanette",1940,H.Wilcox,Musical
HWx22,"Irene",1940,H.Wilcox,Musical
HWx45,"Picadilly Incident",1946,H.Wilcox,Drama
HWx47,"Spring in Park Lane",1948,H.Wilcox,null
HWx50,"Odette",1950,H.Wilcox,null
HWx54,"Trent's Last Case",1952,H.Wilcox,Thriller
HWx55,"Lilacs in the Spring",1954,H.Wilcox,Drama
HWx60,"The Man Who Wouldn't Talk",1957,H.Wilcox,Drama
JWH10,"The Third Eye",1920,Horne,Comedy
JWH20,"American Manner",1924,Horne,Comedy
JWH30,"College",1927,Horne,Comedy
JWH40,"Big Business",1929,Horne,Comedy
JWH48,"Laughing Gravy",1931,Horne,Comedy
JWH50,"Beau Hunks",1931,Horne,Comedy
JWH60,"The Painted Desert",1931,Horne,Western
JWH70,"Bonnie Scotland",1935,Horne,Comedy
JWH75,"The Bohemian Girl",1936,Horne,Comedy
JWH80,"Way Out West",1937,Horne,Comedy
JWH100,"The Spider Returns",1941,Horne,Thriller
JWH120,"Holt of the Secret Sevice",1942,Horne,Comedy
LD1,"Le Silence",1921,Rene Coiffard,null
LD2,"Fi\`evre",1921,Delluc,null
LD3,"Le Chemin d'Enroa",1921,Delluc,null
LD4,"Le Tonnerre",1921,Delluc,null
LD5,"La femme de nulle part",1922,Delluc,null
LD6,"L'innodation",1924,Delluc,null
LPo10,"Narayana",1920,L.Poirier,null
RoF1,"Nanook of the North",1920,R.Flaherty,Documentary
RoF10,"Moana",1926,R.Flaherty,Documentary
RoF20,"Man of Aran",1934,R.Flaherty,Documentary
RoF30,"Elephant Boy",1937,Zoltan Korda,Documentary
SW2,"Beyond the Rocks",1922,S.Wood,Drama
SW3,"Bluebeard's Eighth Wife",1923,S.Wood,null
SW6,"Paid",1932,S.Wood,Drama
SW7,"The Barbarian",1933,S.Wood,Musical
SW8,"Hold Your Man",1933,S.Wood,Comedy
SW10,"A Night at the Opera",1935,S.Wood,Comedy
SW12,"A Day at the Races",1937,S.Wood,Comedy
SW13,"Madame X",1937,S.Wood,Drama
SW15,"Goodbye Mr.~Chips",1939,S.Wood,Drama
SW17,"Our Town",1940,S.Wood,null
SW18,"Kitty Foyle",1940,S.Wood,Drama
SW19,"The Devil and Miss Jones",1941,S.Wood,Comedy
SW21,"King's Row",1940,S.Wood,Drama
SW22,"For Whom the Bell Tolls",1943,S.Wood,Adventure
SW25,"Casanova Brown",1944,S.Wood,Comedy
SW28,"Saratoga Trunk",1945,S.Wood,Drama
SW30,"Heartbeat",1946,S.Wood,Thriller
SW31,"Ivy",1947,S.Wood,null
SW32,"Command Decision",1948,S.Wood,null
SW33,"Stratton Story",1949,S.Wood,Biographical Picture
SW34,"Ambush",1950,S.Wood,null
VF17,"Lord Jim",1925,V.Fleming,Drama
VF19,"Mantrap",1926,V.Fleming,Drama
VF23,"The Way of All Flesh",1928,V.Fleming,Drama
VF25,"Wolf Song",1929,V.Fleming,Drama
VF26,"The Virginian",1929,V.Fleming,null
VF31,"Around the World in Eighty Minutes",1931,Douglas Fairbanks,Adventure
VF32,"The Wet Parade",1932,V.Fleming,null
VF33,"Red Dust",1932,V.Fleming,Adventure
VF36,"Treasure Island",1934,V.Fleming,Adventure
VF37,"Our Daily Bread",1934,V.Fleming,Drama
VF38,"Bombshell",1935,V.Fleming,Romance
VF39,"Reckless",1935,V.Fleming,Biographical Picture
VF41,"Captains Courageous",1937,V.Fleming,Adventure
VF42,"Test Pilot",1938,V.Fleming,null
VF43,"The Wizard of Oz",1939,K.Vidor,null
VF44,"Gone with the Wind",1939,S.Wood,Drama
VF45,"Dr.~Jekyll and Mr.~Hyde",1941,V.Fleming,null
VF46,"Tortilla Flat",1942,V.Fleming,Drama
VF47,"A Guy Named Joe",1944,V.Fleming,Romance
VF48,"Joan of Arc",1948,V.Fleming,Drama
ViH20,"Animal Crackers",1930,Heerman,Comedy
Z2010,"Within Our Gates",1920,UnYear20,null
AdB10,"The Man Without Desire",1923,Brunel,null
AdB20,"Blighty",1927,Brunel,null
AdB21,"The Constant Nymph",1927,Brunel,Romance
AnD10,"L'Uomo Meccanico",1921,Deed,null
EdS50,"The Cameraman",1928,Sedgwick,Comedy
EdS60,"Free and Easy",1930,Sedgwick,Comedy
EdS65,"Parlor, Bedroom, and Bath",1931,Sedgwick,Comedy
EdS70,"The Passionate Plumber",1932,Sedgwick,null
EdS75,"Speak Easily",1932,Sedgwick,Comedy
EHG15,"Holiday",1930,E.H.Griffth,Romance
EHG20,"The Animal Kingdom",1932,E.H.Griffth,Drama
EHG30,"Next Time We Love",1936,E.H.Griffth,Drama
EHG38,"Safari",1940,E.H.Griffth,Drama
EHG48,"Young and Willing",1942,E.H.Griffith,Comedy
EHG50,"The Sky's the Limit",1943,E.H.Griffth,Comedy
HRi4,"Filmstudie",1926,Richter,null
HRi17,"Dreams That Money Can Buy",1946,Richter,null
HRi19,"dadascope",1961,Richter,null
PRo30,"Abraham Lincoln",1925,Rosen,null
PRo55,"Sphinx",1933,Rosen,Thriller
PRo80,"Charlie Chan in the Secret Service",1944,Rosen,Mystery
PRo83,"The Chinese Cat",1944,Rosen,Comedy
PRo86,"Charlie Chan in Black Magic",1944,Rosen,Mystery
PRo90,"The Jade Mask",1945,Rosen,Comedy
PRo93,"The Scarlet Clue",1945,Rosen,Comedy
PRo96,"The Red Dragon",1945,Rosen,Comedy
RaI50,"Murder at Monte Carlo",1934,R.Ince,Thriller
RaI55,"No Exit",1934,R.Ince,Thriller
RaI60,"The Man Who Made Diamonds",1937,R.Ince,null
RCS10,"Camille",1921,Smallwood,Drama
RxI1,"The Four Horsemen of the Apocalypse",1921,Rex~Ingram,null
RxI10,"Prisoner of Zenda",1922,Rex~Ingram,null
RxI20,"Scaramouche",1923,Rex~Ingram,null
RxI30,"Mare Nostrum",1926,Rex~Ingram,null
RxI40,"The Garden of Allah",1927,Rex~Ingram,null
RxI50,"Love in Morocco",1933,Rex~Ingram,null
SaT4,"Dr.~Jack",1922,Sam~Taylor,Comedy
SaT5,"Grandma's Boy",1922,Sam~Taylor,Comedy
SaT6,"Why Worry",1923,Sam~Taylor,Comedy
SaT8,"Girl Shy",1924,Fred Newmeyer,Comedy
SaT9,"Hot Water",1924,Fred Newmeyer,Comedy
SaT10,"For Heaven's Sake",1926,Sam~Taylor,Comedy
SaT12,"My Best Girl",1927,Sam~Taylor,null
SaT13,"The Woman Disputed",1927,H.King,null
SaT15,"The Taming of the Shrew",1927,Sam~Taylor,Comedy
SaT17,"Coquette",1929,Sam~Taylor,Drama
SaT20,"The Cat's Paw",1934,Sam~Taylor,Comedy
SaT23,"Nothing But Trouble",1945,Sam~Taylor,Comedy
VMa20,"The Bedbug",1929,Mayakowski,null
Z2110,"The Great Impersonation",1921,UnYear21,null
CBy10,"Salome",1922,C.Bryant,Drama
DMu2,"High Speed",1922,D.Murphy,null
DMu4,"Ballet Mechanique",1922,Fernand Leger,null
DMu10,"Emperor Jones",1933,D.Murphy,null
FNm10,"Doctor Jack",1922,Newmeyer,Comedy
JEp5,"Coeur Fidele",1923,J.Epstein,null
JEp13,"The Three Paneled Mirror",1927,J.Epstein,null
JEp15,"The Fall of the House of Usher",1929,Luis Bunuel,Horror
JEp16,"Finis Terrae",1928,J.Epstein,null
JEp20,"Mor Vran",1930,J.Epstein,null
JEp31,"Le Tempestaire",1947,J.Epstein,null
LuB15,"Waltztime in Vienna",1934,Berger,Biographical Picture
LuB20,"Pygmalion",1937,Berger,Drama
LuB21,"Ergens in Nederland",1937,Berger,Drama
SeH20,"Sleeping Partners",1926,Se.Hicks,null
SeH40,"The Secret of the Loch",1934,Se.Hicks,null
SeH48,"Vintage Wine",1935,Se.Hicks,null
SeH60,"Pastor Hall",1939,Se.Hicks,null
WR10,"The Plastic Age",1925,Gasnier,Romance
WR20,"Silk Stockings",1927,Ruggles,null
WR31,"Honey",1930,Ruggles,Drama
WR40,"Cimarron",1931,Ruggles,Western
WR42,"No Man of her Own",1932,Ruggles,Romance
WR50,"Roar of the Dragon",1932,Ruggles,Drama
WR60,"The Monkey's Paw",1933,Ruggles,Drama
WR70,"I'm No Angel",1933,Ruggles,null
WR72,"Shoot the Works",1934,Ruggles,Comedy
WR80,"Bolero",1934,Ruggles,Romance
WR86,"The Gilded Lily",1935,Ruggles,Romance
WR110,"I met him in Paris",1937,Ruggles,null
WR112,"True Confessions",1937,Ruggles,null
WR115,"Sing you Sinners",1938,Ruggles,null
WR120,"Too Many Husbands",1938,Ruggles,Romance
AGe10,"Cirano de Bergerac",1923,Genina,Comedy
AGe20,"Scampolo",1928,Genina,Comedy
AC5,"Don Juan",1926,Crosland,Drama
AC6,"The Beloved Rogue",1927,Crosland,null
AC7,"In Old San Francisco",1927,Crosland,null
AC8,"The Jazz Singer",1927,Crosland,null
AC9,"Glorious Betsy",1928,Crosland,null
AC20,"The Great Impersonation",1935,Crosland,Adventure
BtK10,"None so Blind",1923,B.King,null
CMt10,"Daniel Boone",1923,Mitchell,Biographical Picture
GHl7,"The Big House",1930,G.Hill,Drama
GHl8,"Min and Bill",1930,G.Hill,null
GHl9,"The Secret Six",1931,G.Hill,null
GHl15,"Tarzan the Fearless",1933,G.Hill,null
GP3,"Die Freudlose Gasse",1925,G.W.Pabst,Drama
GP4,"Secrets of a Soul",1926,G.W.Pabst,null
GP6,"The Love of Jeanne Ney",1927,G.W.Pabst,null
GP7,"Die B\"uchse der Pandora",1928,G.W.Pabst,null
GP9,"Diary of a Lost Girl",1929,Pabst,Comedy
GP11,"Westfront 1918",1930,Pabst,null
GP13,"Dreigroschenoper",1931,Pabst,Musical
GP14,"Kamaradschaft",1931,Pabst,Documentary
GP18,"Feuertaufe",1933,Pabst,null
GP21,"M\"adchen in Uniform",1939,Pabst,null
GP25,"Der Proze\ss",1948,Pabst,null
GP28,"Ten Days to Die",1954,Pabst,null
GP100,"M\"adchen in Uniform",1957,Pabst,null
KGr10,"Die Strasse",1923,Grune,null
KGr20,"At the Edge of the World",1927,Grune,null
KGr30,"Waterloo",1928,Grune,null
KGr40,"Abdul the Damned",1935,Grune,null
KGr50,"Pagliacci",1935,Grune,null
KMz10,"A Paper Doll's Whisper in the Spring",1925,Mizoguchi,null
KMz20,"The Gorge Between Love and Hate",1932,Mizoguchi,null
KMz25,"Osaka elegy",1936,Mizoguchi,null
KMz26,"Sisters of the Gion",1936,Mizoguchi,null
KMz30,"The Story of the Last Chrysanthemums",1939,Mizoguchi,null
KMz40,"Woman of Osaka",1940,Mizoguchi,null
KMz50,"The Fourty-nine Ronin",1942,Mizoguchi,null
KMz55,"Utamaro and his Five Women",1946,Mizoguchi,Drama
KMz57,"Women of the Night",1946,Mizoguchi,Drama
KMz60,"The Life of O'Haru",1952,Mizoguchi,null
KMz70,"Ugetsu Monogatari",1952,Mizoguchi,Romance
KMz75,"Sansho the Bailiff",1954,Mizoguchi,Drama
KMz80,"Streets of Shame",1956,Mizoguchi,null
MRa1,"Retour \'a la raison",1923,Man~Ray,null
MRa2,"Emak Bakia",1927,Man~Ray,null
MRa3,"L'Etoile de mer",1929,Man~Ray,null
RC1,"The Crazy Ray",1923,Clair,null
RC2,"Entr'acte",1924,Clair,null
RC3,"The Imaginary Voyage",1925,Clair,null
RC5,"Un Chapeau de Paille d'Italie",1927,Clair,null
RC5,"Two Timid Souls",1928,Clair,null
RC8,"Sous les Toits de Paris",1930,Clair,null
RC9,"Le Million",1931,Clair,Musical
RC10,"A nous la Libert\'e",1931,Clair,Drama
RC12,"The Last Millionaire",1934,Clair,Comedy
RC13,"The Ghost Goes West",1936,Clair,Comedy
RC16,"I Married a Witch",1942,Clair,null
RC18,"It Happened Tomorrow",1944,Clair,null
RC19,"And Then There Were None",1945,Clair,Thriller
RC20,"Le silence est d'or",1947,Clair,Comedy
RC21,"La Beaut\'e du Diable",1949,Clair,Drama
RC22,"Les Belles de Nuit",1952,Clair,Drama
RFG1,"A Quiet Street",1922,Tom McNamara,Comedy
RFG3,"Our Gang",1922,McGowan,Comedy
RFG5,"Young Sherlocks",1922,McGowan,Cops and Robbers
RFG7,"Saturday Morning",1922,McGowan,Comedy
RFG9,"The Champeen",1923,McGowan,Comedy
RFG20,"Shivering Shakespeare",1930,McGowan,Comedy
RFG22,"Bear Shooters",1930,McGowan,Comedy
RFG25,"School's Out",1930,McGowan,Comedy
RFG27,"Shiver My Timbers",1931,McGowan,Comedy
RFG30,"Wild Poses",1933,McGowan,Comedy
RFG35,"Too Many Parents",1936,McGowan,Drama
RFG40,"The Haunted House",1940,McGowan,Romance
RFG41,"Tomboy",1940,McGowan,Romance
RuJ3,"The Phantom of the Opera",1925,Sedgwick,Horror
RuJ8,"The Cat Creeps",1930,Julian,Horror
TWh20,"The Murder Man",1935,Whelan,Thriller
TWh24,"Farewell Again",1937,Whelan,null
TWh25,"The Divorce of Lady X",1937,Whelan,Comedy
TWh30,"St.~Martin's Lane",1938,Whelan,null
TWh35,"Q Planes",1938,Whelan,null
TWh37,"The Mad Doctor",1939,Whelan,Drama
TWh40,"Twin Beds",1942,Whelan,null
TWh41,"Seven Days Leave",1942,Whelan,Musical
TWh45,"Higher and Higher",1943,Whelan,Romance
TWh50,"Step Lively",1944,Whelan,Musical
TWh60,"Texas Lady",1955,Whelan,Drama
TWh62,"Rage at Dawn",1955,Whelan,Drama
WiB25,"Little Annie Roonie",1925,Beaudine,Drama
WiB30,"Sparrows",1926,Beaudine,null
WiB50,"Penrod and Sam",1931,Beaudine,null
WiB100,"Crazy Knights",1944,Beaudine,Comedy
WiB180,"The Chinese Ring",1947,Beaudine,Comedy
WiB183,"The Shanghai Chest",1948,Beaudine,Comedy
WiB186,"The Mystery of the Golden Eye",1948,Beaudine,Comedy
WiB190,"The Feathered Serpent",1948,Beaudine,Comedy
WiB199,"Bela Lugosi Meets a Brooklyn Gorilla",1952,Beaudine,Comedy
HSt1,"Breaking into Society",1923,Stromberg,null
W25,"The Boob",1926,Wellman,Comedy
W30,"Wings",1927,Wellman,Adventure
W38,"Woman Trap",1929,Wellman,Drama
W40,"Chinatown Nights",1929,Wellman,Drama
W41,"The Man I Love",1929,Wellman,Drama
W50,"The Public Enemy",1931,Wellman,null
W55,"The Conquerors",1932,Wellman,Western
W56,"The Hatchet Man",1932,Wellman,Drama
W60,"College Coach",1933,Wellman,Drama
W66,"Call of the Wild",1935,Wellman,Adventure
W70,"Small Town Girl",1936,Wellman,Drama
W73,"A Star is Born",1937,Wellman,Drama
W74,"Nothing Sacred",1937,Wellman,Drama
W75,"Men with Wings",1938,Wellman,null
W76,"Made For Each Other",1939,Wellman,Drama
W77,"Beau Geste",1939,Wellman,null
W78,"The Light That Failed",1940,Wellman,Drama
W80,"Roxie Hart",1942,Wellman,null
W82,"Lady of Burlesque",1943,Wellman,Mystery
W83,"The Ox-bow Incident",1943,Wellman,Drama
W85,"Buffalo Bill",1944,Wellman,Western
W90,"The Story of GI Joe",1945,Wellman,Drama
W98,"Island in the Sky",1953,Wellman,Adventure
W100,"The High and the Mighty",1954,Wellman,Adventure
W101,"The Track of the Cat",1954,Wellman,null
WWo10,"The Hunchback of Notre Dame",1923,Worsley,Horror
WWo20,"The Perfect Crime",1928,M.Gordon,Cops and Robbers
Z2310,"Gold Diggers",1923,UnYear23,Musical
EMH10,"Janice Meredith",1924,E.Hopper,Drama
GLp10,"Buddenbrooks",1924,Lamprecht,null
GLp15,"Die Verufenen",1925,Lamprecht,Drama
GLp17,"Die Unehlichen",1926,Lamprecht,Drama
GLp30,"Emil und die Detective",1931,Lamprecht,Adventure
FeL1,"Le ballet mechanique",1924,F.Leger,null
JR1,"La Fille de l'Eau",1924,J.Renoir,Drama
JR5,"Nana",1926,J.Renoir,Drama
JR10,"Charleston",1927,J.Renoir,null
JR15,"The Little Match-seller",1928,J.Renoir,null
JR20,"La Chienne",1931,J.Renoir,Drama
JR25,"Boudu Sauv\'e Les Eaux",1932,J.Renoir,Comedy
JR30,"Toni",1934,J.Renoir,null
JR33,"La Nuit du Carrefour",1934,J.Renoir,null
JR35,"Madame Bovary",1934,J.Renoir,Drama
JR40,"Le Crime de Monsieur Lange",1935,J.Renoir,null
JR45,"Les Bas Fonds",1936,J.Renoir,null
JR50,"Une Partie de Campagne",1937,J.Renoir,Drama
JR55,"La Grande Illusion",1937,J.Renoir,null
JR60,"La Marseillaise",1938,J.Renoir,Drama
JR65,"La B\^ete Humaine",1938,J.Renoir,Drama
JR70,"La regle du jeu",1939,J.Renoir,Drama
JR75,"Swamp Water",1939,J.Renoir,Horror
JR77,"This Land is Mine",1943,J.Renoir,Drama
JR79,"The Southerner",1944,J.Renoir,Drama
JR81,"The Diary of a Chambermaid",1946,J.Renoir,Comedy
JR85,"The Woman on the Beach",1947,J.Renoir,Drama
JR90,"The River",1951,J.Renoir,null
JR92,"The Golden Coach",1952,J.Renoir,Drama
JR94,"French Cancan",1955,J.Renoir,Musical
JR96,"El\'ena et les Hommes",1956,J.Renoir,Romance
JR98,"Lunch on the Grass",1959,J.Renoir,null
JR100,"The Vanishing Corporal",1961,J.Renoir,null
JR105,"C'est la Revolution",1967,J.Renoir,null
JR110,"Le Petit Theatre de Jean Renoir",1969,J.Renoir,null
PlL1,"Waxworks",1924,Leni,Thriller
PlL2,"The Cat and the Canary",1927,Leni,Thriller
PlL3,"The Man Who Laughs",1928,Leni,null
SET1,"Roulette",1924,S.E.V.Taylor,Drama
SET8,"Du Barry, Woman of Passion",1930,S.E.V.Taylor,Drama
SE1,"Glumov's Diary",1924,Eisenstein,null
SE3,"Strike",1924,Eisenstein,null
SE4,"Bronenosets Potemkin",1925,Eisenstein,Drama
SE6,"Oktober",1927,Eisenstein,Documentary
SE8,"Staroye i Novoye",1928,Eisenstein,Documentary
SE10,"Mysery and Fortune of Women",1929,Eisenstein,Documentary
SE15,"Que Viva Mexico",1932,Eisenstein,Documentary
SE20,"Alexander Nevsky",1937,Eisenstein,Biographical Picture
SE28,"Que Viva Mexico!",1940,Eisenstein,Documentary
SE25,"Ivan the Terrible, part I",1944,Eisenstein,Biographical Picture
SE26,"Ivan the Terrible, part II",1946,Eisenstein,Biographical Picture
SE27,"Ivan the Terrible, part III",1946,Eisenstein,Biographical Picture
AlD10,"Catherine",1924,Dieudonne,null
DBu10,"Lily of the Dust",1924,Buchowetzski,Romance
WKH1,"East of Broadway",1924,W.K.Howard,Drama
WKH10,"The Main Event",1927,W.K.Howard,Drama
WKH14,"The Valiant",1929,W.K.Howard,Drama
WKH20,"Scotland Yard",1930,W.K.Howard,Drama
WKH30,"Sherlock Holmes",1932,W.K.Howard,Drama
WKH35,"The Power and The Glory",1933,W.K.Howard,Drama
WKH40,"The Cat and the Fiddle",1934,W.K.Howard,Drama
WKH44,"Vanessa, her Love Story",1935,W.K.Howard,Drama
WKH45,"Mary Burns Fugitive",1935,W.K.Howard,Drama
WKH50,"Fire over England",1936,W.K.Howard,Drama
WKH52,"The Princess Comes Across",1936,W.K.Howard,Comedy
WKH60,"Johnny Come Lately",1943,W.K.Howard,Drama
AES10,"Putting Pants on Philip",1926,A.E.Sutherland?,Comedy
AES11,"It's the Old Army Game",1926,A.E.Sutherland,Comedy
AES70,"Diamond Jim",1935,A.E.Sutherland,Comedy
AES74,"International House",1933,A.E.Sutherland,Comedy
AES80,"The Flying Deuces",1939,A.E.Sutherland,Comedy
AES85,"The Invisible Woman",1939,A.E.Sutherland,Comedy
AES90,"One Night in the Tropics",1939,A.E.Sutherland,Musical
AES100,"Follow the Boys",1944,A.E.Sutherland,Musical
AJG50,"A Chump at Oxford",1939,A.Goulding,Comedy
ArF10,"\UN",1925,Fanck,null
ChR4,"The Man in the Box",1925,Ch.Reisner,null
ChR10,"Steamboat Bill jnr.",1928,Ch.Reisner,Comedy
ChR13,"Hollywood Revue",1929,Ch.Reisner,Musical
ChR20,"Reducing",1932,Ch.Reisner,null
ChR30,"The Show-Off",1934,Ch.Reisner,null
ChR40,"Sophie Lang Goes West",1937,Ch.Reisner,null
ChR50,"The Big Store",1941,Ch.Reisner,Comedy
ChR60,"Lost in a Harem",1944,Reisner,Comedy
ChR70,"The Cobra Strikes",1948,Ch.Reisner,null
ChR80,"The Travelling Saleswoman",1950,Ch.Reisner,Comedy
CLa18,"One-Run B.Keaton",1935,Lamont,null
CLa20,"Tars and Stripes",1935,Lamont,null
CLa24,"Grand Slam Opera",1936,B.Keaton,null
CLa40,"Love, Honor, and Oh Baby",1941,Lamont,Comedy
CLa60,"The Merry Monahans",1944,Lamont,Comedy
CLa65,"Bowery to Broadway",1944,Lamont,Comedy
CLa70,"Frontier Gal",1945,Lamont,Comedy
CLa75,"The Runaround",1946,Lamont,Comedy
CLa80,"Slave Girl",1947,Lamont,Comedy
CLa90,"Bagdad",1949,Lamont,Comedy
CLa95,"Abbott and Costello in the Foreign Legion",1950,Lamont,Comedy
CLa100,"Abbott and Costello Meet the Invisible Man",1951,Lamont,Comedy
CLa110,"Abbott and Costello Meet Captain Kidd",1952,Lamont,Comedy
CLa114,"Abbott and Costello Go To Mars",1953,Lamont,Comedy
CLa115,"Abbott and Costello Meet Dr.~Jekyll and Mr.~Hyde",1953,Lamont,Comedy
CLa117,"Ma and Pa Kettle in Paris",1953,Lamont,Comedy
CLa120,"Untamed Heiress",1954,Lamont,Comedy
CLa121,"Abbott and Costello Meet the Keystone Kops",1954,Lamont,Comedy
CLa125,"Abbott and Costello Meet the Mummy",1955,Lamont,Comedy
CLa127,"Dance With me, Henry",1956,Lamont,Comedy
CLa135,"The Kettles in the Ozarks",1956,Lamont,Comedy
CLa150,"The World of Abbott and Costello",1965,none,Comedy
EAD10,"Vaudeville",1925,Dupont,Drama
EG3,"Love",1927,E.Goulding,Drama
EG6,"The Trespasser",1929,E.Goulding,null
EG10,"Blondie of the Follies",1932,E.Goulding,Drama
EG11,"Grand Hotel",1932,E.Goulding,Drama
EG13,"The Flame Within",1935,E.Goulding,null
EG14,"That Certain Woman",1936,E.Goulding,null
EG16,"The Dawn Patrol",1938,E.Goulding,null
EG17,"Dark Victory",1939,E.Goulding,Drama
EG18,"The Old Maid",1939,E.Goulding,Drama
EG19,"We Are Not Alone",1939,E.Goulding,null
EG21,"The Great Lie",1941,E.Goulding,null
EG23,"The Constant Nymph",1943,E.Goulding,Romance
EG24,"Claudia",1943,E.Goulding,null
EG25,"Of Human Bondage",1946,E.Goulding,Drama
EG20,"The Razor's Edge",1946,E.Goulding,null
EG27,"Nightmare Alley",1947,E.Goulding,Drama
EG28,"Everybody does it",1949,E.Goulding,Musical
EG30,"We're not Married",1952,E.Goulding,null
ESl10,"His People",1925,Sloman,Drama
ESl30,"There's Always Tomorrow",1934,Sloman,Drama
GLC2,"So's Your Old Man",1926,LaCava,Comedy
GLC3,"Smart Woman",1931,LaCava,Drama
GLC4,"Symphony of Six Million",1932,LaCava,Drama
GLC6,"Age of Consent",1932,LaCava,Drama
GLC7,"The Half-Naked Truth",1932,LaCava,Drama
GLC9,"What Every Woman Knows",1934,LaCava,Romance
GLC11,"She Married Her Boss",1935,Koster,Comedy
GLC12,"My Man Godfrey",1936,LaCava,Comedy
GLC13,"Stage Door",1937,LaCava,Comedy
GLC15,"The Primrose Path",1940,LaCava,null
IGB10,"Seven Chances",1925,Blystone,Comedy
IGB20,"Sky Hawk",1929,Blystone,null
IGB30,"Tolable David",1930,Blystone,null
IGB40,"Charlie Chan's Chance",1932,Blystone,Comedy
IGB45,"Great Guy",1936,Blystone,Cops and Robbers
IGB50,"Blockheads",1938,Blystone,Comedy
IrC51,"Behind That Curtain",1929,I.Cummings,Comedy
